NIVNOME;TERCODIGO;TERNOME;TERNOMEPADRAO;TERCAPITAL;TERAREA;NIVAMC
AMC 60-00;260350;Camocim de São Félix;CAMOCIM DE SAO FELIX;;50.8;True
AMC 91-00;260350;Camocim de São Félix;CAMOCIM DE SAO FELIX;False;50.8;True
AMC 70-00;260350;Camocim de São Félix;CAMOCIM DE SAO FELIX;False;50.8;True
Municípios;2603504;Camocim de São Félix;CAMOCIM DE SAO FELIX;False;50.8;False
AMC 70-00;260360;Camutanga;CAMUTANGA;False;38.0;True
AMC 91-00;260360;Camutanga;CAMUTANGA;False;38.0;True
Municípios;2603603;Camutanga;CAMUTANGA;False;38.0;False
AMC 91-00;260370;Canhotinho;CANHOTINHO;False;423.0;True
AMC 70-00;260370;Canhotinho;CANHOTINHO;False;423.0;True
Municípios;2603702;Canhotinho;CANHOTINHO;False;423.0;False
AMC 70-00;260380;Capoeiras;CAPOEIRAS;False;344.3;True
AMC 91-00;260380;Capoeiras;CAPOEIRAS;False;344.3;True
Municípios;2603801;Capoeiras;CAPOEIRAS;False;344.3;False
Municípios;2603900;Carnaíba;CARNAIBA;False;429.7;False
Municípios;2603926;Carnaubeira da Penha;CARNAUBEIRA DA PENHA;False;999.4;False
Mesorregiões;2604;Mata Pernambucana;MATA PERNAMBUCANA;False;8465.1;False
Municípios;2604007;Carpina;CARPINA;False;153.8;False
AMC 60-00;260410;Caruaru;CARUARU;;932.0;True
AMC 91-00;260410;Caruaru;CARUARU;False;932.0;True
AMC 70-00;260410;Caruaru;CARUARU;False;932.0;True
Municípios;2604106;Caruaru;CARUARU;False;932.0;False
Municípios;2604155;Casinhas;CASINHAS;False;109.1;False
AMC 70-00;260420;Catende;CATENDE;False;160.9;True
AMC 91-00;260420;Catende;CATENDE;False;160.9;True
Municípios;2604205;Catende;CATENDE;False;160.9;False
AMC 91-00;260430;Cedro;CEDRO;False;173.0;True
AMC 70-00;260430;Cedro;CEDRO;False;173.0;True
Municípios;2604304;Cedro;CEDRO;False;173.0;False
AMC 70-00;260440;Chã de Alegria;CHA DE ALEGRIA;False;58.2;True
AMC 91-00;260440;Chã de Alegria;CHA DE ALEGRIA;False;58.2;True
Municípios;2604403;Chã de Alegria;CHA DE ALEGRIA;False;58.2;False
AMC 91-00;260450;Chã Grande;CHA GRANDE;False;83.7;True
AMC 70-00;260450;Chã Grande;CHA GRANDE;False;83.7;True
Municípios;2604502;Chã Grande;CHA GRANDE;False;83.7;False
AMC 70-00;260460;Condado;CONDADO;False;90.9;True
AMC 91-00;260460;Condado;CONDADO;False;90.9;True
Municípios;2604601;Condado;CONDADO;False;90.9;False
AMC 91-00;260470;Correntes;CORRENTES;False;285.2;True
AMC 70-00;260470;Correntes;CORRENTES;False;285.2;True
Municípios;2604700;Correntes;CORRENTES;False;285.2;False
AMC 60-00;260480;Cortês;CORTES;;99.2;True
AMC 70-00;260480;Cortês;CORTES;False;99.2;True
AMC 91-00;260480;Cortês;CORTES;False;99.2;True
Municípios;2604809;Cortês;CORTES;False;99.2;False
AMC 91-00;260490;Cumaru;CUMARU;False;278.4;True
AMC 70-00;260490;Cumaru;CUMARU;False;278.4;True
Municípios;2604908;Cumaru;CUMARU;False;278.4;False
Mesorregiões;2605;Metropolitana de Recife;METROPOLITANA DE RECIFE;False;2772.7000000000003;False
AMC 60-00;260500;Cupira;CUPIRA;;104.2;True
AMC 70-00;260500;Cupira;CUPIRA;False;104.2;True
AMC 91-00;260500;Cupira;CUPIRA;False;104.2;True
Municípios;2605004;Cupira;CUPIRA;False;104.2;False
AMC 91-00;260510;Custódia;CUSTODIA;False;1484.6;True
AMC 70-00;260510;Custódia;CUSTODIA;False;1484.6;True
Municípios;2605103;Custódia;CUSTODIA;False;1484.6;False
Municípios;2605152;Dormentes;DORMENTES;False;1392.1;False
AMC 60-00;260520;Escada;ESCADA;;350.3;True
AMC 20-00;260520;Escada;ESCADA;;350.3;True
AMC 40-00;260520;Escada;ESCADA;;350.3;True
AMC 70-00;260520;Escada;ESCADA;False;350.3;True
AMC 91-00;260520;Escada;ESCADA;False;350.3;True
Municípios;2605202;Escada;ESCADA;False;350.3;False
AMC 40-00;260530;Exu;EXU;;1500.3;True
AMC 20-00;260530;Exu;EXU;;1500.3;True
AMC 60-00;260530;Exu;EXU;;1500.3;True
AMC 91-00;260530;Exu;EXU;False;1500.3;True
AMC 1872-00;260530;Exu;EXU;;1500.3;True
AMC 70-00;260530;Exu;EXU;False;1500.3;True
Municípios;2605301;Exu;EXU;False;1500.3;False
AMC 70-00;260540;Feira Nova;FEIRA NOVA;False;118.8;True
AMC 91-00;260540;Feira Nova;FEIRA NOVA;False;118.8;True
Municípios;2605400;Feira Nova;FEIRA NOVA;False;118.8;False
AMC 60-00;260545;Fernando de Noronha;FERNANDO DE NORONHA;;18.4;True
AMC 20-00;260545;Fernando de Noronha;FERNANDO DE NORONHA;;18.4;True
AMC 40-00;260545;Fernando de Noronha;FERNANDO DE NORONHA;;18.4;True
AMC 91-00;260545;Fernando de Noronha;FERNANDO DE NORONHA;False;18.4;True
AMC 1872-00;260545;Fernando de Noronha;FERNANDO DE NORONHA;;18.4;True
AMC 70-00;260545;Fernando de Noronha;FERNANDO DE NORONHA;False;18.4;True
Municípios;2605459;Fernando de Noronha;FERNANDO DE NORONHA;False;18.4;False
AMC 70-00;260550;Ferreiros;FERREIROS;False;86.0;True
AMC 91-00;260550;Ferreiros;FERREIROS;False;86.0;True
Municípios;2605509;Ferreiros;FERREIROS;False;86.0;False
AMC 91-00;260560;Flores;FLORES;False;963.8;True
AMC 70-00;260560;Flores;FLORES;False;963.8;True
Municípios;2605608;Flores;FLORES;False;963.8;False
Municípios;2605707;Floresta;FLORESTA;False;3690.3;False
AMC 70-00;260580;Frei Miguelinho;FREI MIGUELINHO;False;215.8;True
AMC 91-00;260580;Frei Miguelinho;FREI MIGUELINHO;False;215.8;True
Municípios;2605806;Frei Miguelinho;FREI MIGUELINHO;False;215.8;False
AMC 40-00;260590;Gameleira;GAMELEIRA;;260.8;True
AMC 60-00;260590;Gameleira;GAMELEIRA;;260.8;True
AMC 91-00;260590;Gameleira;GAMELEIRA;False;260.8;True
AMC 70-00;260590;Gameleira;GAMELEIRA;False;260.8;True
Municípios;2605905;Gameleira;GAMELEIRA;False;260.8;False
AMC 70-00;260600;Garanhuns;GARANHUNS;False;467.8;True
AMC 91-00;260600;Garanhuns;GARANHUNS;False;467.8;True
Municípios;2606002;Garanhuns;GARANHUNS;False;467.8;False
AMC 91-00;260610;Glória do Goitá;GLORIA DO GOITA;False;211.8;True
AMC 70-00;260610;Glória do Goitá;GLORIA DO GOITA;False;211.8;True
Municípios;2606101;Glória do Goitá;GLORIA DO GOITA;False;211.8;False
AMC 70-00;260620;Goiana;GOIANA;False;494.2;True
AMC 91-00;260620;Goiana;GOIANA;False;494.2;True
Municípios;2606200;Goiana;GOIANA;False;494.2;False
AMC 91-00;260630;Granito;GRANITO;False;519.7;True
AMC 70-00;260630;Granito;GRANITO;False;519.7;True
Municípios;2606309;Granito;GRANITO;False;519.7;False
AMC 70-00;260640;Gravatá;GRAVATA;False;491.5;True
AMC 91-00;260640;Gravatá;GRAVATA;False;491.5;True
Municípios;2606408;Gravatá;GRAVATA;False;491.5;False
AMC 91-00;260650;Iati;IATI;False;567.5;True
AMC 70-00;260650;Iati;IATI;False;567.5;True
Municípios;2606507;Iati;IATI;False;567.5;False
AMC 70-00;260660;Ibimirim;IBIMIRIM;False;1901.5;True
AMC 91-00;260660;Ibimirim;IBIMIRIM;False;1901.5;True
Municípios;2606606;Ibimirim;IBIMIRIM;False;1901.5;False
AMC 91-00;260670;Ibirajuba;IBIRAJUBA;False;218.0;True
AMC 70-00;260670;Ibirajuba;IBIRAJUBA;False;218.0;True
Municípios;2606705;Ibirajuba;IBIRAJUBA;False;218.0;False
Municípios;2606804;Igarassu;IGARASSU;False;304.2;False
AMC 70-00;260690;Iguaraci;IGUARACI;False;773.6;True
AMC 91-00;260690;Iguaraci;IGUARACI;False;773.6;True
Municípios;2606903;Iguaraci;IGUARACI;False;773.6;False
Municípios;2607000;Inajá;INAJA;False;1098.7;False
AMC 91-00;260710;Ingazeira;INGAZEIRA;False;246.6;True
AMC 70-00;260710;Ingazeira;INGAZEIRA;False;246.6;True
Municípios;2607109;Ingazeira;INGAZEIRA;False;246.6;False
AMC 60-00;260720;Ipojuca;IPOJUCA;;514.8;True
AMC 40-00;260720;Ipojuca;IPOJUCA;;514.8;True
AMC 20-00;260720;Ipojuca;IPOJUCA;;514.8;True
AMC 70-00;260720;Ipojuca;IPOJUCA;False;514.8;True
AMC 91-00;260720;Ipojuca;IPOJUCA;False;514.8;True
AMC 1872-00;260720;Ipojuca;IPOJUCA;;514.8;True
Municípios;2607208;Ipojuca;IPOJUCA;False;514.8;False
AMC 91-00;260730;Ipubi;IPUBI;False;972.1;True
AMC 70-00;260730;Ipubi;IPUBI;False;972.1;True
Municípios;2607307;Ipubi;IPUBI;False;972.1;False
AMC 70-00;260740;Itacuruba;ITACURUBA;False;438.5;True
AMC 91-00;260740;Itacuruba;ITACURUBA;False;438.5;True
Municípios;2607406;Itacuruba;ITACURUBA;False;438.5;False
AMC 91-00;260750;Itaíba;ITAIBA;False;1073.2;True
AMC 70-00;260750;Itaíba;ITAIBA;False;1073.2;True
Municípios;2607505;Itaíba;ITAIBA;False;1073.2;False
AMC 70-00;260760;Itamaracá;ITAMARACA;False;65.4;True
AMC 91-00;260760;Itamaracá;ITAMARACA;False;65.4;True
Municípios;2607604;Itamaracá;ITAMARACA;False;65.4;False
AMC 91-00;260765;Itambé;ITAMBE;False;306.3;True
AMC 70-00;260765;Itambé;ITAMBE;False;306.3;True
Municípios;2607653;Itambé;ITAMBE;False;306.3;False
AMC 70-00;260770;Itapetim;ITAPETIM;False;409.8;True
AMC 91-00;260770;Itapetim;ITAPETIM;False;409.8;True
Municípios;2607703;Itapetim;ITAPETIM;False;409.8;False
AMC 91-00;260775;Itapissuma;ITAPISSUMA;False;74.3;True
Municípios;2607752;Itapissuma;ITAPISSUMA;False;74.3;False
AMC 91-00;260780;Itaquitinga;ITAQUITINGA;False;117.0;True
AMC 70-00;260780;Itaquitinga;ITAQUITINGA;False;117.0;True
Municípios;2607802;Itaquitinga;ITAQUITINGA;False;117.0;False
AMC 40-00;260790;Jaboatão dos Guararapes;JABOATAO DOS GUARARAPES;;257.3;True
AMC 60-00;260790;Jaboatão dos Guararapes;JABOATAO DOS GUARARAPES;;257.3;True
AMC 70-00;260790;Jaboatão dos Guararapes;JABOATAO DOS GUARARAPES;False;257.3;True
AMC 91-00;260790;Jaboatão dos Guararapes;JABOATAO DOS GUARARAPES;False;257.3;True
Municípios;2607901;Jaboatão dos Guararapes;JABOATAO DOS GUARARAPES;False;257.3;False
Municípios;2607950;Jaqueira;JAQUEIRA;False;111.2;False
AMC 91-00;260800;Jataúba;JATAUBA;False;715.7;True
AMC 70-00;260800;Jataúba;JATAUBA;False;715.7;True
Municípios;2608008;Jataúba;JATAUBA;False;715.7;False
Municípios;2608057;Jatobá;JATOBA;False;277.2;False
AMC 70-00;260810;João Alfredo;JOAO ALFREDO;False;150.0;True
AMC 91-00;260810;João Alfredo;JOAO ALFREDO;False;150.0;True
Municípios;2608107;João Alfredo;JOAO ALFREDO;False;150.0;False
AMC 60-00;260820;Joaquim Nabuco;JOAQUIM NABUCO;;115.6;True
AMC 91-00;260820;Joaquim Nabuco;JOAQUIM NABUCO;False;115.6;True
AMC 70-00;260820;Joaquim Nabuco;JOAQUIM NABUCO;False;115.6;True
Municípios;2608206;Joaquim Nabuco;JOAQUIM NABUCO;False;115.6;False
Municípios;2608255;Jucati;JUCATI;False;109.3;False
Municípios;2608305;Jupi;JUPI;False;151.2;False
AMC 60-00;260840;Jurema;JUREMA;;147.0;True
AMC 40-00;260840;Jurema;JUREMA;;147.0;True
AMC 70-00;260840;Jurema;JUREMA;False;147.0;True
AMC 91-00;260840;Jurema;JUREMA;False;147.0;True
Municípios;2608404;Jurema;JUREMA;False;147.0;False
Municípios;2608453;Lagoa do Carro;LAGOA DO CARRO;False;59.7;False
AMC 91-00;260850;Lagoa do Itaenga;LAGOA DO ITAENGA;False;62.0;True
AMC 70-00;260850;Lagoa do Itaenga;LAGOA DO ITAENGA;False;62.0;True
Municípios;2608503;Lagoa do Itaenga;LAGOA DO ITAENGA;False;62.0;False
AMC 70-00;260860;Lagoa do Ouro;LAGOA DO OURO;False;219.6;True
AMC 91-00;260860;Lagoa do Ouro;LAGOA DO OURO;False;219.6;True
Municípios;2608602;Lagoa do Ouro;LAGOA DO OURO;False;219.6;False
AMC 40-00;260870;Lagoa dos Gatos;LAGOA DOS GATOS;;189.2;True
AMC 60-00;260870;Lagoa dos Gatos;LAGOA DOS GATOS;;189.2;True
AMC 91-00;260870;Lagoa dos Gatos;LAGOA DOS GATOS;False;189.2;True
AMC 70-00;260870;Lagoa dos Gatos;LAGOA DOS GATOS;False;189.2;True
Municípios;2608701;Lagoa dos Gatos;LAGOA DOS GATOS;False;189.2;False
Municípios;2608750;Lagoa Grande;LAGOA GRANDE;False;1874.4;False
AMC 60-00;260880;Lajedo;LAJEDO;;208.9;True
AMC 70-00;260880;Lajedo;LAJEDO;False;208.9;True
AMC 91-00;260880;Lajedo;LAJEDO;False;208.9;True
Municípios;2608800;Lajedo;LAJEDO;False;208.9;False
AMC 91-00;260890;Limoeiro;LIMOEIRO;False;277.5;True
AMC 70-00;260890;Limoeiro;LIMOEIRO;False;277.5;True
Municípios;2608909;Limoeiro;LIMOEIRO;False;277.5;False
AMC 60-00;260900;Macaparana;MACAPARANA;;100.2;True
AMC 70-00;260900;Macaparana;MACAPARANA;False;100.2;True
AMC 91-00;260900;Macaparana;MACAPARANA;False;100.2;True
Municípios;2609006;Macaparana;MACAPARANA;False;100.2;False
AMC 91-00;260910;Machados;MACHADOS;False;45.1;True
AMC 70-00;260910;Machados;MACHADOS;False;45.1;True
Municípios;2609105;Machados;MACHADOS;False;45.1;False
Municípios;2609154;Manari;MANARI;False;550.6;False
Municípios;2609204;Maraial;MARAIAL;False;197.0;False
AMC 70-00;260930;Mirandiba;MIRANDIBA;False;773.3;True
AMC 91-00;260930;Mirandiba;MIRANDIBA;False;773.3;True
Municípios;2609303;Mirandiba;MIRANDIBA;False;773.3;False
AMC 60-00;260940;Moreno;MORENO;;192.1;True
AMC 40-00;260940;Moreno;MORENO;;192.1;True
AMC 91-00;260940;Moreno;MORENO;False;192.1;True
AMC 70-00;260940;Moreno;MORENO;False;192.1;True
Municípios;2609402;Moreno;MORENO;False;192.1;False
AMC 70-00;260950;Nazaré da Mata;NAZARE DA MATA;False;141.9;True
AMC 91-00;260950;Nazaré da Mata;NAZARE DA MATA;False;141.9;True
Municípios;2609501;Nazaré da Mata;NAZARE DA MATA;False;141.9;False
AMC 40-00;260960;Olinda;OLINDA;;38.1;True
AMC 60-00;260960;Olinda;OLINDA;;38.1;True
AMC 91-00;260960;Olinda;OLINDA;False;38.1;True
AMC 70-00;260960;Olinda;OLINDA;False;38.1;True
Municípios;2609600;Olinda;OLINDA;False;38.1;False
AMC 60-00;260970;Orobó;OROBO;;126.3;True
AMC 40-00;260970;Orobó;OROBO;;126.3;True
